date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:01	20813/20813	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2007:19:59%20GMT	https://htmldesigntemplates.com/html/epathsala/search.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/search.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:08	13418/13418	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Oct%202021%2006:36:05%20GMT	https://htmldesigntemplates.com/html/epathsala/404.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/404.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:09	4562/4562	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Oct%202021%2006:36:07%20GMT	https://htmldesigntemplates.com/html/epathsala/comming.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/comming.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:10	28180/28180	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Nov%202021%2010:57:46%20GMT	https://htmldesigntemplates.com/html/epathsala/blog-list.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/blog-list.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:12	25543/25543	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Nov%202021%2010:57:46%20GMT	https://htmldesigntemplates.com/html/epathsala/blog-detail.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/blog-detail.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:12	16589/16589	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2007:19:55%20GMT	https://htmldesigntemplates.com/html/epathsala/contact.html	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/contact.html	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:16	232885/232885	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:19%20GMT	https://htmldesigntemplates.com/html/epathsala/images/banner/education-PHW33SU.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/banner/education-PHW33SU.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:16	121607/121607	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:43%20GMT	https://htmldesigntemplates.com/html/epathsala/images/inner/education-students-people-knowledge-concept-2021-04-02-19-49-59-utc.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/inner/education-students-people-knowledge-concept-2021-04-02-19-49-59-utc.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:19	109081/109081	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:26%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-2.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-2.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:19	232885/232885	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:25%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-1.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-1.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:20	104569/104569	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:27%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-3.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-3.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:21	134918/134918	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:27%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-4.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-4.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:24	158059/158059	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:28%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-5.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-5.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:24	252581/252581	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:29%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/course-6.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/course-6.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
